"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        109,           9,      -8.770096644,      -5.953480261,      -5.981307855,      -3.289224711,      -5.342358369,      0.9329898399,      0.1818644688,      0.4503256317,                 0,                 0,                 0,    0.001502815952,     0.04225538385,      0.4838205681,                 0,       2.476160597,      0.7501741715,      -3.077653912,        -3.0544589,      -3.064477669,      -3.059187741,      -4.139322573,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        110,           9,      -8.758028437,      -5.957595317,      -5.985634175,      -3.280683672,      -5.297721776,      0.9329898399,      0.1799054136,      0.4449356154,                 0,                 0,                 0,     0.00313264968,     0.04195781829,      0.4780932975,                 0,       2.473164128,       0.736236765,      -3.067341323,      -3.058770201,         -3.050764,       -3.05437481,       -4.08211396,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        111,           9,      -8.766516164,      -5.960206827,      -5.995765631,      -3.285907352,      -5.355764449,      0.9329898399,       0.180034545,      0.4521139457,                 0,                 0,                 0,    0.008342112858,     0.03998256656,      0.4849957233,                 0,        2.51126219,      0.7312630432,      -3.052389146,      -3.060018713,      -3.052067787,      -3.031624925,      -4.125825633,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        112,           9,      -8.753962192,       -5.95903133,      -5.993707196,      -3.272732845,      -5.373707596,      0.9329898399,      0.1806076474,      0.4635987279,                 0,                 0,                 0,     0.01349752347,     0.03717280181,      0.4961462341,                 0,       2.566883155,      0.7233232347,        -3.0019863,      -3.045388586,      -3.047896389,      -2.977175438,      -4.128869156,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        113,           9,      -8.778586619,      -5.971380956,      -6.018135099,      -3.298616385,      -5.345530317,      0.9329898399,      0.1799476814,      0.4693878256,                 0,                 0,                 0,     0.01519077969,     0.03484910479,      0.5014894204,                 0,       2.608468317,       0.727347036,      -3.016465193,      -3.038071351,      -3.065673366,      -2.998164074,      -4.087546471,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        114,           9,      -8.793219676,      -5.981184453,      -6.024336326,      -3.312088844,      -5.443019585,      0.9329898399,      0.1772207881,      0.4635730628,                 0,                 0,                 0,     0.01218434953,     0.03394143586,      0.4951314687,                 0,       2.615793936,      0.7213699754,      -3.049912722,      -3.034325526,      -3.052892519,      -3.036742078,      -4.172509276,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        115,           9,      -8.781196977,      -5.985239072,      -6.013074755,      -3.294289674,      -5.449867826,      0.9329898399,      0.1730484444,      0.4482684056,                 0,                 0,                 0,    0.006500805621,     0.03442605243,      0.4792756769,                 0,        2.59042147,      0.7134267834,      -3.040653869,      -3.033564414,      -3.015595083,      -3.021790301,      -4.168092545,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        116,           9,      -8.795122782,      -5.987507357,      -6.011853062,      -3.309821161,      -5.429653908,      0.9329898399,      0.1690321991,      0.4317219821,                 0,                 0,                 0,    0.001882253723,     0.03542300402,      0.4622780169,                 0,        2.55408132,      0.7044475411,      -3.021629227,      -3.030563351,      -2.992595191,      -2.999556454,      -4.138843439,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        117,           9,      -8.822461034,      -5.994568634,      -6.033153694,      -3.343957806,      -5.428843922,      0.9329898399,      0.1665519064,      0.4220711165,                 0,                 0,                 0,   0.0009474376882,     0.03587272838,      0.4523236809,                 0,       2.534171632,      0.6944671966,      -3.003402504,      -3.024927344,      -2.998510816,       -2.98297971,       -4.12966424,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        118,           9,      -8.820230352,      -6.016013374,      -6.062622935,      -3.339626309,      -5.472323629,      0.9329898399,      0.1658902819,      0.4220474419,                 0,                 0,                 0,    0.003586289681,     0.03524693552,      0.4521076005,                 0,       2.544136022,      0.6895205445,      -2.987097918,      -3.030136141,      -3.012576406,      -2.966973967,      -4.163367154,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        119,           9,      -8.833921907,      -6.031793535,      -6.066508618,      -3.353185901,      -5.436708281,      0.9329898399,      0.1662809711,      0.4282984659,                 0,                 0,                 0,    0.007543682582,     0.03379293091,      0.4581997109,                 0,       2.575751531,      0.6915376267,      -3.015395683,      -3.034104339,      -2.996732182,       -3.00071762,      -4.112752194,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        120,           9,       -8.83952184,      -6.030591393,      -6.057726836,       -3.36203802,      -5.455758357,      0.9329898399,      0.1665577649,      0.4342427844,                 0,                 0,                 0,     0.01008788983,     0.03231967954,      0.4639652176,                 0,       2.607160253,      0.6915536371,      -3.016100123,      -3.025788607,      -2.969253796,      -3.004292879,      -4.114550039,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        121,           9,      -8.844900605,      -6.033196108,      -6.076552286,      -3.369196285,      -5.472742776,      0.9329898399,      0.1658546835,      0.4344642681,                 0,                 0,                 0,    0.009663010565,     0.03158256392,      0.4639714625,                 0,       2.619547781,      0.6896035469,      -2.975643016,      -3.017607488,      -2.977422779,      -2.960168357,      -4.113648187,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        122,           9,      -8.853597579,      -6.055563128,      -6.106897063,      -3.373127461,      -5.524898241,      0.9329898399,      0.1640917688,       0.428133409,                 0,                 0,                 0,    0.006799630339,     0.03174764431,      0.4574018054,                 0,       2.609109598,      0.6796175794,      -2.932690805,      -3.018981724,      -3.002332123,      -2.909353887,      -4.148079351,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        123,           9,      -8.867385729,      -6.079785404,      -6.118274969,      -3.383067252,       -5.50784251,      0.9329898399,      0.1619809709,      0.4192816223,                 0,                 0,                 0,    0.003726766545,      0.0323170902,      0.4483196621,                 0,       2.588462212,      0.6706304702,       -2.95036653,      -3.015642004,      -3.003150503,      -2.928363342,      -4.115106373,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        124,           9,      -8.897902924,      -6.085679239,      -6.105832121,      -3.419826004,      -5.527353565,      0.9329898399,      0.1603977396,      0.4132362725,                 0,                 0,                 0,     0.00251424537,     0.03257052778,      0.4420755733,                 0,       2.576322294,      0.6646421707,      -3.007019585,      -2.996855227,       -2.97185411,      -2.994213248,      -4.119761206,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        125,           9,      -8.901520731,      -6.070838473,      -6.115497443,      -3.424887903,      -5.550783362,      0.9329898399,      0.1597767163,      0.4127567955,                 0,                 0,                 0,    0.003654282309,     0.03211682579,      0.4414354775,                 0,       2.583335075,      0.6616526855,      -3.000212925,      -2.964364932,      -2.961418036,      -2.985632808,      -4.130149833,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        126,           9,      -8.900512644,      -6.098422274,      -6.162619707,      -3.419238447,      -5.576627715,      0.9329898399,      0.1599111322,      0.4165871626,                 0,                 0,                 0,    0.005998878669,     0.03112547739,      0.4451377752,                 0,       2.605116709,      0.6606970428,      -2.950407076,      -2.976358252,      -2.991835531,      -2.924995852,       -4.14544263,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        127,           9,      -8.924179288,       -6.12844323,      -6.174506665,      -3.443386735,      -5.597045279,      0.9329898399,      0.1602136126,      0.4209443114,                 0,                 0,                 0,    0.007784420056,     0.03014083375,      0.4493929741,                 0,       2.627394169,      0.6597053069,       -2.93484716,      -2.987071327,      -2.985275297,      -2.910424229,       -4.15695712,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        128,           9,      -8.950835174,      -6.133003841,      -6.165270826,      -3.474591723,      -5.595668325,      0.9329898399,      0.1601768081,      0.4225083218,                 0,                 0,                 0,    0.007914887218,     0.02964836505,       0.450877884,                 0,       2.637762151,      0.6527126385,      -2.969598593,      -2.969802893,       -2.95171126,      -2.959790932,       -4.14578473,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        129,           9,      -8.947678939,      -6.133409249,      -6.175277045,       -3.47024586,      -5.605733622,      0.9329898399,       0.159708055,       0.420747354,                 0,                 0,                 0,    0.006649183038,     0.02971495146,       0.449056812,                 0,       2.634477978,      0.6487188052,      -2.978369965,      -2.950839376,      -2.938783887,      -2.973379931,      -4.144863204,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        130,           9,      -8.954235829,      -6.157388451,      -6.210303005,      -3.469728299,      -5.649062166,      0.9329898399,      0.1591190317,      0.4179542088,                 0,                 0,                 0,    0.005227903985,     0.02996830226,      0.4462135002,                 0,       2.626676422,      0.6417239699,      -2.961144612,      -2.957647757,      -2.958823695,      -2.949266251,      -4.178037956,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        131,           9,      -8.985469415,      -6.199335054,      -6.237864682,      -3.503762718,      -5.630586564,      0.9329898399,      0.1588212492,      0.4172361353,                 0,                 0,                 0,    0.004855996028,      0.0298934758,      0.4454397399,                 0,        2.62708005,      0.6347280577,      -2.952997976,      -2.976754053,      -2.973153298,      -2.942339607,      -4.149984447,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        132,           9,      -9.017619608,      -6.204486432,      -6.236050736,      -3.542366854,      -5.623078624,      0.9329898399,      0.1589932559,      0.4201115021,                 0,                 0,                 0,    0.005817216366,     0.02921729074,      0.4482397568,                 0,       2.642322781,      0.6297310193,      -2.976523263,      -2.948879346,      -2.953599922,      -2.972483228,      -4.135041719,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        133,           9,      -9.014215205,      -6.202627139,      -6.249029622,      -3.532769761,      -5.675793616,      0.9329898399,      0.1594953163,      0.4256561598,                 0,                 0,                 0,    0.007421796747,     0.02807631241,      0.4536889276,                 0,       2.668769026,      0.6267328573,      -2.979372296,       -2.91226947,      -2.947032226,      -2.969455349,      -4.182356551,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        134,           9,      -9.024492522,      -6.230202399,      -6.279377083,      -3.538884457,      -5.705721489,      0.9329898399,      0.1600212134,       0.431472347,                 0,                 0,                 0,    0.008640159986,     0.02687874182,      0.4594047325,                 0,       2.696344677,      0.6247335999,      -2.968005818,      -2.917141676,      -2.958440004,       -2.95179982,      -4.209269356,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        135,           9,      -9.051909359,       -6.25980015,      -6.302797153,      -3.571722035,      -5.730315092,      0.9329898399,      0.1603559194,      0.4355804401,                 0,                 0,                 0,    0.008879802084,     0.02599773253,        0.46343118,                 0,       2.716335273,      0.6197333533,      -2.954683257,      -2.932921875,      -2.959474121,      -2.939715294,      -4.235371206,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        136,           9,      -9.072701724,      -6.267284022,      -6.308586731,      -3.597152128,      -5.737038627,      0.9329898399,      0.1605434058,      0.4378065423,                 0,                 0,                 0,    0.008364431662,      0.0255261774,      0.4656148278,                 0,       2.727029118,      0.6177319586,      -2.964948423,      -2.921894445,      -2.938381281,      -2.953395139,      -4.245606094,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        137,           9,      -9.077744392,      -6.280013148,       -6.31695001,      -3.593412468,      -5.753128432,      0.9329898399,      0.1608292664,      0.4396594324,                 0,                 0,                 0,     0.00785117419,     0.02525781465,       0.467470333,                 0,       2.733702902,      0.6157294938,      -2.988178284,      -2.912137426,      -2.922632862,      -2.970029422,      -4.263948491,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        138,           9,      -9.098608266,      -6.305186249,      -6.341449636,      -3.610110897,       -5.78126097,      0.9329898399,      0.1614540462,       0.443037043,                 0,                 0,                 0,    0.008001590162,     0.02486777678,       0.470883026,                 0,       2.744044224,      0.6127259828,      -3.001933979,      -2.924579079,      -2.931171909,      -2.980304559,      -4.292077455,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        139,           9,      -9.129843791,      -6.335175261,       -6.37539965,      -3.651191998,      -5.809945054,      0.9329898399,      0.1624644595,      0.4488328531,                 0,                 0,                 0,    0.008919087449,     0.02413950892,       0.476721003,                 0,       2.762652548,      0.6107213696,      -2.988180426,      -2.952492002,       -2.95246878,      -2.976199389,      -4.319666843,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        140,           9,      -9.155632044,      -6.350534315,      -6.396686867,      -3.680021389,      -5.828067565,      0.9329898399,      0.1636900384,      0.4564472726,                 0,                 0,                 0,     0.01016455746,     0.02308529503,      0.4843610332,                 0,       2.788485341,      0.6097156501,      -2.986147289,      -2.962385709,      -2.958662137,      -2.979540111,      -4.337535212,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        141,           9,      -9.163537047,      -6.369546985,       -6.40816188,      -3.676630363,      -5.863899265,      0.9329898399,      0.1648765413,       0.464448809,                 0,                 0,                 0,     0.01115028049,     0.02188053051,      0.4923598404,                 0,       2.816949006,      0.6097088198,       -3.01858908,      -2.973239435,      -2.954546932,      -3.003759084,       -4.37428382,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        142,           9,      -9.172462979,       -6.39083021,      -6.423069455,      -3.682713678,      -5.864053658,      0.9329898399,      0.1658636762,       0.471658334,                 0,                 0,                 0,     0.01157185911,     0.02071667121,      0.4995429537,                 0,        2.84365055,      0.6116658505,      -3.039355664,      -2.999164003,      -2.957476915,      -3.022005818,        -4.3761232,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        143,           9,      -9.203580937,      -6.412689779,      -6.454909975,      -3.725617642,      -5.897868633,      0.9329898399,      0.1666949345,      0.4779082776,                 0,                 0,                 0,     0.01158354186,     0.01968430084,       0.505762841,                 0,       2.866963408,      0.6146567564,      -3.031504885,      -3.039218735,      -2.979309581,       -3.02486834,       -4.41553333,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        144,           9,      -9.221754366,      -6.428665868,      -6.475208492,      -3.743703686,      -5.909460281,      0.9329898399,      0.1675802593,      0.4839549844,                 0,                 0,                 0,     0.01161802158,      0.0187630552,      0.5118041793,                 0,       2.887899722,      0.6166465889,      -3.002457607,      -3.067969556,       -2.99021232,      -2.995375967,      -4.436901004,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        145,           9,      -9.230213225,      -6.441326654,       -6.47377221,      -3.740174589,      -5.925631061,      0.9329898399,      0.1687433426,      0.4907535166,                 0,                 0,                 0,     0.01202499295,     0.01788761879,      0.5186457007,                 0,       2.908283723,      0.6186353164,      -3.030537733,      -3.079702223,      -2.980510941,      -3.011141551,      -4.466364488,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        146,           9,      -9.250963563,      -6.456403085,      -6.484528809,      -3.763719131,      -5.915821789,      0.9329898399,      0.1702680989,      0.4988263921,                 0,                 0,                 0,      0.0128559274,     0.01698547018,      0.5268116255,                 0,       2.929652678,      0.6215879394,      -3.088928395,      -3.090904714,      -2.983084199,      -3.068482602,       -4.47255925,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        147,           9,      -9.264890701,      -6.462941288,        -6.5188024,      -3.785515028,      -5.934326523,      0.9329898399,      0.1720869949,       0.507920971,                 0,                 0,                 0,     0.01387202983,     0.01606589148,      0.5360406083,                 0,       2.951536061,      0.6305742574,      -3.087439198,      -3.104123818,      -3.010687825,      -3.067756474,      -4.509314991,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        148,           9,      -9.304239395,      -6.490355914,      -6.558799189,      -3.820836022,      -5.969066413,      0.9329898399,      0.1740419246,      0.5173842129,                 0,                 0,                 0,     0.01477248996,     0.01516861596,      0.5456619176,                 0,       2.972756213,       0.633559616,      -3.068297743,      -3.148153779,      -3.049228911,      -3.037812608,      -4.565881676,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        149,           9,      -9.322687032,      -6.507940888,      -6.560863373,      -3.829864817,      -6.005181128,      0.9329898399,      0.1759855408,      0.5266808659,                 0,                 0,                 0,     0.01541285483,     0.01430922706,      0.5551206095,                 0,       2.992750788,      0.6425087425,      -3.071992212,      -3.188603213,      -3.053860089,      -3.037265926,      -4.627631764,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        150,           9,      -9.329367561,       -6.50521788,       -6.56033443,      -3.842509778,      -6.009892269,      0.9329898399,      0.1778660999,      0.5357130477,                 0,                 0,                 0,     0.01587728421,     0.01346686025,      0.5643079502,                 0,       3.011889551,      0.6484917758,      -3.121579995,      -3.217577817,      -3.054149196,      -3.102219486,      -4.661244651,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        151,           9,      -9.314883603,      -6.497061261,      -6.575722917,      -3.834891319,      -6.006935764,      0.9329898399,      0.1797379762,      0.5447464471,                 0,                 0,                 0,     0.01636251173,     0.01261583404,      0.5734939167,                 0,       3.030781022,      0.6534737093,      -3.122135444,      -3.248127714,       -3.06773503,      -3.112583576,      -4.690430456,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        152,           9,      -9.340074988,      -6.506320907,      -6.602041409,      -3.856642179,      -6.022402842,      0.9329898399,      0.1817014001,      0.5541174884,                 0,                 0,                 0,      0.0170417593,      0.0117536384,      0.5830295377,                 0,       3.049604945,      0.6624194633,      -3.119149042,      -3.291849159,      -3.097772102,      -3.104835191,      -4.739849563,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        153,           9,      -9.360230819,      -6.517667219,      -6.605329897,      -3.870612338,      -6.026875812,      0.9329898399,      0.1838399579,      0.5639409103,                 0,                 0,                 0,     0.01793310221,     0.01092666079,      0.5930489765,                 0,         3.0675644,      0.6663991664,       -3.12431847,      -3.325271815,      -3.114723625,      -3.099197874,      -4.778626315,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        154,           9,      -9.356201443,      -6.511632673,      -6.601529629,      -3.864436533,      -6.028944029,      0.9329898399,      0.1861905204,       0.574051035,                 0,                 0,                 0,     0.01892975951,     0.01021860047,      0.6034045748,                 0,       3.083137819,      0.6713427653,      -3.148469764,      -3.330882944,      -3.124773581,      -3.114453113,      -4.813601412,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        155,           9,      -9.365110606,      -6.502364867,      -6.618235121,      -3.869143996,      -6.000649128,      0.9329898399,      0.1887344486,      0.5841451744,                 0,                 0,                 0,     0.01989933314,    0.009700130341,       0.613801421,                 0,       3.095063878,      0.6753202103,      -3.173765113,      -3.330442404,      -3.147152359,       -3.12746965,      -4.815558144,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        156,           9,      -9.399748475,      -6.508751825,      -6.633884675,      -3.897458784,      -6.030482683,      0.9329898399,       0.191434416,      0.5940274864,                 0,                 0,                 0,     0.02077873029,    0.009392813657,       0.624041317,                 0,        3.10303392,      0.6832614615,      -3.187404762,      -3.347818572,      -3.165569325,      -3.126508655,      -4.872091987,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        157,           9,      -9.417060349,      -6.514331018,      -6.631769136,      -3.914550497,      -6.063447518,      0.9329898399,      0.1942583471,      0.6037220659,                 0,                 0,                 0,     0.02160715646,    0.009258931684,       0.634137927,                 0,       3.107830756,      0.6922365222,      -3.185730888,      -3.367000024,      -3.171323063,      -3.123416706,      -4.927773691,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        158,           9,      -9.409655403,      -6.508105757,      -6.635193199,        -3.9138062,      -6.052396447,      0.9329898399,       0.197196724,      0.6133920353,                 0,                 0,                 0,     0.02247433467,    0.009241689941,       0.644244463,                 0,       3.110558954,      0.6992105153,      -3.199519036,      -3.375739063,      -3.184778844,      -3.151389607,      -4.935662254,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        159,           9,      -9.389129626,      -6.492485135,      -6.641633258,      -3.895413001,       -6.00150161,      0.9329898399,      0.2002519135,      0.6231636462,                 0,                 0,                 0,     0.02344904195,    0.009306439672,       0.654482352,                 0,       3.111898585,      0.7051484329,      -3.205689102,      -3.374666546,      -3.196896887,      -3.164316547,      -4.900543858,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        160,           9,      -9.398891769,      -6.490816404,      -6.652686532,      -3.904316301,      -6.036988135,      0.9329898399,       0.203414214,       0.633045199,                 0,                 0,                 0,     0.02454395379,    0.009441476304,      0.6648566951,                 0,       3.112099132,      0.7130851489,      -3.215477009,      -3.384094516,      -3.212125005,      -3.172589807,      -4.948888283,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        161,           9,      -9.394635569,      -6.487224878,      -6.647036818,      -3.896728423,      -6.044702735,      0.9329898399,      0.2066820263,      0.6428793641,                 0,                 0,                 0,     0.02571043305,    0.009691269131,      0.6752165698,                 0,       3.110475427,        0.71905585,      -3.195823548,      -3.385805149,       -3.21514686,       -3.14611783,      -4.967200545,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        162,           9,      -9.386186018,      -6.477065908,       -6.64615238,      -3.882829468,      -6.037432267,      0.9329898399,      0.2100706792,      0.6524451358,                 0,                 0,                 0,       0.026883569,     0.01013509306,      0.6853551089,                 0,       3.105836274,      0.7249903714,       -3.18046017,      -3.376882255,      -3.221938972,      -3.121200357,      -4.968456948,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        163,           9,      -9.402512082,      -6.472916025,      -6.658473757,      -3.895260847,      -6.007837272,      0.9329898399,      0.2135965827,      0.6615984848,                 0,                 0,                 0,     0.02803852848,     0.01083075111,      0.6951393745,                 0,       3.097420737,      0.7309589313,      -3.196724819,      -3.374631645,      -3.229703301,      -3.129422784,      -4.945568419,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        164,           9,      -9.427037324,      -6.470350005,      -6.662663208,       -3.92028927,      -5.995254422,      0.9329898399,      0.2172828736,      0.6703377532,                 0,                 0,                 0,     0.02919839175,      0.0118008538,      0.7045745456,                 0,       3.085092451,      0.7409263503,      -3.216004761,       -3.37740719,      -3.217715797,      -3.145243111,       -4.93775433,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        165,           9,      -9.430082086,      -6.458840736,      -6.653850618,      -3.924495974,      -6.023197429,      0.9329898399,      0.2211509352,      0.6787677129,                 0,                 0,                 0,      0.0304119534,      0.0130352178,       0.713767068,                 0,       3.069250927,      0.7588573221,      -3.212907208,      -3.372920117,      -3.195081741,      -3.140772466,      -4.968325705,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        166,           9,      -9.412524106,      -6.447371617,      -6.646157878,      -3.904160348,      -5.947590738,      0.9329898399,      0.2252011902,      0.6870029341,                 0,                 0,                 0,     0.03172472222,     0.01450075029,      0.7228266291,                 0,       3.050618575,      0.7697872568,      -3.200113141,      -3.367310469,      -3.184981583,      -3.125795362,      -4.893411083,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        167,           9,      -9.393975274,      -6.435621769,      -6.637221461,      -3.880131816,      -6.004587721,      0.9329898399,      0.2294196379,      0.6950699012,                 0,                 0,                 0,      0.0331419631,     0.01617631895,      0.7317744629,                 0,       3.029687901,      0.7817119277,      -3.198625026,      -3.359082975,      -3.179441633,      -3.122483972,      -4.949366641,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        168,           9,      -9.361208925,      -6.412343263,      -6.605810021,      -3.847886009,      -5.972381004,      0.9329898399,      0.2337783474,      0.7028693936,                 0,                 0,                 0,      0.0346253384,     0.01806422269,      0.7405075178,                 0,       3.006563274,      0.7886756438,      -3.185262787,      -3.336805928,      -3.153286947,      -3.113107782,      -4.914777947,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        169,           9,      -9.354266079,      -6.404552077,      -6.593813143,      -3.839406152,      -5.965299799,      0.9329898399,      0.2382478455,      0.7102577118,                 0,                 0,                 0,     0.03612763431,      0.0201782898,      0.7488797565,                 0,       2.981171604,      0.7926386206,      -3.188371754,      -3.327522074,      -3.151837572,      -3.114281413,      -4.904099373,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
